polygon_id,buffer_15m_temp_C
32293,35.667471749442
115747,37.6810711451939
150185,35.4587941850935
44469,37.7891927446638
115771,37.8159321376256
150252,35.3472388131278
71753,35.3512121836344
118435,37.9387063980103
151855,35.1215286254883
118466,37.7895404270717
43457,36.1507840837751
151961,35.3983770098005
119968,36.3898587908064
41103,35.7000209263393
152023,35.0770848592122
125085,37.2309935433524
41146,35.7010481698172
154505,35.6581791469029
133911,36.8166574750628
68093,35.3707972935268
155192,34.8118525913783
126797,37.2940190633138
71743,35.6379275321961
155227,35.4155945777893
126930,37.2986700875419
71551,35.645743233817
171531,35.000987461635
70157,34.750798361642
129912,37.2439994812012
171549,35.0926224844796
133653,36.7872608729771
36064,36.494833946228
171972,34.7667830330985
134451,37.9286771501814
36202,36.4286722455706
172034,35.4483975001744
143593,35.1711883544922
71549,35.548267364502
143717,34.7528931753976
172047,35.2055228097098
71652,35.289553642273
172080,35.0530275617327
111848,35.8450453622001
68730,35.0468951633998
49748,34.1447459629604
173474,35.6094643729074
133955,36.270254952567
173534,36.0082778930664
114829,36.3623286655971
49307,34.1105210440499
173558,35.9797258377075
48356,34.543751852853
114997,36.5335054397583
56332,33.7905419667562
134351,35.990225655692
173745,35.6857299804688
47269,34.5310521806989
114848,36.5307312011719
147974,34.364462852478
148016,34.3818164401584
113471,36.3418227301704
26430,34.0868366786412
151541,34.3525548662458
115109,35.1163880484445
30880,36.4085221290588
163657,34.7289308820452
31509,36.3966963631766
115078,35.1921948024205
164586,35.117869240897
114767,36.0416043599447
30853,36.2444305419922
163676,34.4374444144113
114811,36.0323677062988
35815,35.602637608846
144036,34.1689920425415
133993,35.4487482706706
36770,36.0501867021833
163035,34.3838533673968
124929,35.6550581795829
35766,35.5706896781921
150500,33.928227015904
35865,35.6682434082031
114770,36.3287040710449
147980,34.0945592607771
38039,36.2406409127372
116664,36.3124313354492
192697,33.1243662152972
38172,35.9087862287249
115016,36.5443692888532
145688,34.0975674220494
97186,33.9802660260882
38173,35.8966827392578
148109,34.1719274520874
92889,34.6933947971889
38175,35.8894119262695
173036,34.4482274736677
97915,34.2902352469308
31809,36.1748215811593
180609,35.4484258379255
34895,36.4639182090759
105108,33.9548606872559
172464,34.5484624590193
105056,33.9085409981864
35742,36.4755388895671
172567,34.5487804412842
37929,37.4687134878976
117740,35.7327032089233
180556,35.3335242271423
119069,35.2479907444545
36734,36.5252823829651
166043,35.1629404340472
122635,35.039060320173
31534,35.8833446502686
144113,34.1525437491281
140946,34.2375106811523
35608,36.2081985473633
173009,34.5066180229187
123284,35.013062953949
38794,36.1634415520562
180526,35.1812891278948
127775,34.112782069615
35801,35.8482704162598
164920,35.7363313947405
36520,36.5651219685872
131681,34.9067884172712
164921,35.7406420026507
117767,35.6419970194499
34873,36.4110174179077
161795,34.4768867492676
117589,35.9878294203017
36504,35.6264333724976
177369,35.1376690334744
31271,36.1106016976493
121009,34.3442072187151
161336,35.6904994419643
34325,36.1718777247838
120889,34.274101802281
161368,35.4871946062361
35571,36.2620250156948
120906,35.6051888465881
161360,35.4536410740444
35955,36.6098316737584
118782,35.0698116847447
36604,36.5423676627023
164923,35.7463334401449
119208,34.4985682169596
33697,36.3479734148298
127218,35.0646836417062
161327,35.7515672956194
161422,35.3940418788365
128861,35.1920351300921
36927,36.4781694412231
127130,35.0651486714681
36747,36.479248046875
161345,34.7618789672852
119113,35.4787357875279
31807,36.1790842328753
177401,34.6239749363491
119032,34.4379588535854
164665,35.7784848894392
31346,36.081850869315
141019,36.0381262642997
164691,35.5877107892718
31253,36.0743773324149
127073,35.0431147984096
164699,35.7477967398507
35635,36.2977698189872
117426,35.3480371747698
164938,35.8085950215658
37577,36.1822857856751
114382,35.2540533883231
161351,34.8334980010986
19030,34.9687265668597
118049,35.70774269104
177471,35.6267766952515
19110,34.9936125619071
116098,35.2770066261292
178525,35.7872314453125
19070,34.8335963657924
110277,35.5165545145671
164961,35.6063461303711
42046,35.833500453404
114477,35.7867344447545
39374,35.4608175489638
163971,35.6764155796596
128345,35.7113265991211
161354,34.8291339874268
74388,35.0734552655901
118266,35.9232259477888
161353,34.6506200517927
37456,35.1309194564819
127502,35.6726728166853
177480,35.5790383475167
37413,35.1324361165365
114106,35.7111067771912
164667,35.6463644845145
37446,36.0778590611049
111277,36.0301551818848
161337,34.740111214774
37455,35.1260709762573
111392,35.8495712280273
33404,35.5082887922015
161434,35.5287008285523
126075,35.5684941609701
33447,35.4948054722377
169854,35.4827417646136
125952,36.3384637832642
42026,35.8815100533622
169793,35.5217012677874
126048,36.1691424051921
54447,36.0105657577515
169680,35.2460588727679
128381,35.9101403554281
32738,36.1815932137626
167481,35.2189047677176
112170,35.3899161020915
148296,35.2809343338013
34712,36.6279155186244
129717,35.8514028276716
159275,35.5283284187317
30801,36.1842062813895
128387,35.7704892158508
163963,35.6937849862235
76601,35.0775239127023
106984,35.4148712158203
78491,34.2175015040806
184218,35.5833778381348
127421,36.0176080976214
73414,35.4691096714565
160130,35.493221282959
114109,35.6389334542411
78406,34.4636726379395
161443,35.6709720066616
129634,36.2190562656948
157587,35.2732037135533
72613,34.8585782051086
105682,35.4021126883371
167769,34.7478394508362
76276,35.3986849103655
128239,35.6922836303711
168454,35.2435531616211
74585,35.1753927866618
125875,35.6911828177316
182907,34.7409903208415
74591,35.2478921072824
126038,36.1968040466309
181928,34.9429735456194
75346,35.1746395656041
125851,35.9925428118025
182952,34.7091925484794
80023,35.110710144043
129734,36.1685387747628
182916,34.7086846487863
77351,36.2867567879813
111709,35.4529132843018
182039,34.3578523908343
66283,35.3946127891541
105687,35.4439261300223
182057,34.3995237350464
77353,36.5753424508231
128346,35.9576061793736
181217,35.5726590837751
66285,35.2242765426636
123799,35.2101593017578
182632,35.0975107465472
75837,35.2010983058385
128367,35.9274411882673
182695,34.4896193610297
73534,35.3654027666364
123366,34.6721038818359
182703,34.4671921730042
78622,35.1485996246338
123374,35.0040277753558
182687,34.496947152274
75711,35.6491394042969
119146,36.1264893668039
181902,34.5340216500419
76698,35.1672350565592
181912,34.5391987391881
124551,35.6326991489955
75449,35.4875570024763
124571,35.6326991489955
176659,34.7185702323914
73097,35.7028312683106
124583,35.634724299113
181885,34.27774365743
65892,34.9250406537737
110032,34.2987649100167
181996,34.9571776390076
73485,35.1141019548689
110051,34.3024315834045
167349,33.8960745675223
75079,35.442572593689
84009,34.5804470607213
166457,33.9106031145368
78245,34.7703545888265
110023,34.7545651027135
166470,33.8597368512835
72648,35.3016766139439
84783,34.9388040815081
165705,33.4885569981166
76068,35.4219354901995
84026,34.4647527422224
165709,33.5184364318848
75138,35.4060140337263
84043,34.5168895721436
178151,34.4373414175851
77377,35.2887469700405
84055,34.516902923584
181511,33.9801581246512
79955,35.0492820739746
124821,35.076594216483
181502,34.1647802080427
73030,36.3478290012905
109984,34.3655166625977
181477,34.1250544956752
78153,35.0238919939314
84019,34.6108125959124
181525,34.047619342804
76573,35.4001219613212
124622,35.4095300946917
166410,34.2654294967651
75335,34.9428610801697
110083,34.4384098052979
166416,34.2957120622907
75172,35.4288711547852
111509,34.1941442489624
166421,34.2964948018392
75966,35.398444039481
84774,34.4633075169155
166443,34.319331577846
74840,35.4467898777553
124692,35.1498996189662
166434,34.2336523873465
63814,34.9326419830322
124721,35.0877423286438
167412,34.0962709699358
62476,35.1520571027483
124745,35.2351390293666
168801,33.2618806021554
72716,34.987782069615
108861,34.7819987705776
182493,31.0908590044294
77982,34.9317490713937
122364,35.086109161377
172190,35.9467364719936
81531,34.5107846941267
172344,36.1143651689802
122462,34.8272857666016
84004,34.5027074813843
84781,34.9289370945522
172177,35.969904763358
83915,34.5362619672503
111567,35.0737043108259
149598,34.9922663370768
83982,34.5156762259347
111617,34.3867105756487
153859,35.0999179416233
18994,34.866208757673
111648,34.3894863128662
171901,35.9493242899577
35570,36.3005871772766
111657,34.3992903573172
154376,36.1108922958374
34874,36.4019222259522
124639,35.2573689052037
171343,35.6270980834961
38682,37.2334442138672
147682,34.7455378941127
90187,34.8210040501186
38723,37.0834328787667
90248,34.8627376556397
178550,35.6298670087542
48274,33.3917895725795
90257,34.8628910609654
164007,35.6526309422084
52573,34.3160187857492
110676,36.3310203552246
178564,35.4889853341239
27288,34.1144779750279
97999,34.3657736778259
173018,34.4753314426967
48458,34.4133289882115
96671,33.9769930158343
147253,34.0174882071359
26475,35.0783375331334
113030,36.3311102730887
148985,34.0801773071289
35369,35.8428649902344
113051,36.216495513916
180456,35.575834274292
32792,36.1207640511649
179208,34.5052462986537
115053,35.3012362888881
42624,37.9817226954869
94275,32.9147334628635
147910,34.4129742213658
44500,35.8595521109445
94308,33.351288318634
172542,34.574511391776
41799,35.3092422485352
104949,33.9221333095006
147960,34.3074716840472
70305,34.8887699672154
113152,36.056399345398
144018,34.1402315412249
70154,34.9644290379116
116714,36.4756573268345
178452,34.6237726211548
44980,36.1646248953683
113100,36.1218972206116
145633,34.1740067799886
44137,35.2644756862095
145653,34.1994994027274
115014,36.2998940604074
44275,35.4127440452576
118975,35.655566079276
148119,34.1993631635393
48046,34.1215068272182
118985,35.6252839224679
178493,34.6002328055246
48382,34.3991928100586
125221,34.9990971883138
180388,35.9480841500419
49023,34.1796618870326
125313,35.8878784179688
180660,36.1814836774554
49266,34.3613977432251
125325,35.6142981392997
146774,34.7577623639788
49754,34.3858484540667
127602,34.1633830070496
146785,34.867696762085
69153,36.8031120300293
127539,35.045773097447
152061,35.1836098564996
37853,35.9228820800781
123504,35.362964630127
172075,35.0957783290318
70889,34.7961218697684
117534,35.5275323050363
150263,35.3548588752747
32837,36.0444979667664
131664,35.211309160505
152037,35.4024974278041
25663,35.3871906825474
90101,34.5043563842773
152028,35.3180171421596
25703,35.1727714538574
90109,34.5095694405692
152057,35.2984809875488
25665,35.6509579249791
91633,34.3331505911691
150174,35.3451183864049
25936,35.0551588875907
99168,34.2166154044015
152029,35.3650153023856
27758,36.3079485212054
171484,34.7040596008301
101718,34.2835164751325
25860,36.3258392333984
99152,34.2282996177673
172002,34.7016100202288
25929,36.3108803885324
90121,34.7649955749512
146721,35.4623195103237
25952,36.308696269989
99138,34.2615051269531
146652,35.5817925589425
83356,34.7876081466675
90223,34.7506305149623
146750,35.7661568777902
25374,35.3785084315709
91651,34.2535362243652
143799,35.4937057495117
31231,36.1755894252232
101709,34.2343760899135
143821,35.5131187438965
34677,36.4631156921387
90095,34.6335229873657
143858,35.3707259041922
40693,35.7973600115095
105769,35.0986093793597
155749,36.0907082557678
54500,35.1672611236572
110438,35.5598780314128
154882,36.0110271998814
30713,36.4188842773438
118222,35.574944632394
154905,36.0360254560198
72581,35.0513823372977
129323,36.2840663364955
154911,36.0601482391357
73369,35.5124635696411
111969,35.4115071296692
155086,36.1416658673968
74192,35.4482536315918
114134,36.1974901471819
181086,32.4864150153266
61171,35.4172128949847
181703,34.2174442836217
118126,35.3075201851981
74745,35.5061537424723
131272,35.9962468828474
182300,33.9509331839425
60459,35.0901434762137
128152,35.7807393074036
73382,35.4002004350935
180045,33.9004358564104
114107,36.1348490715027
180896,33.8506840297154
77145,34.4345169067383
128175,36.1707087925502
74674,35.4163039071219
178988,33.2299581255232
125774,35.9141289847238
181523,34.0558261871338
76192,36.3125317891439
129625,36.2218551635742
181601,34.12850634257
76237,36.184807671441
182392,30.9750178200858
58797,34.993414742606
105877,35.2526798248291
181454,33.5433175223214
77798,35.3376148768834
114306,35.5102593558175
160173,35.371836344401
72733,34.9983630180359
114440,35.2993300301688
184161,35.1290577479771
76432,35.2280137198312
118019,35.6351460048131
169840,35.9662464686802
77333,35.4950550624302
125815,35.7281379699707
159300,35.4881330217634
76533,35.3727231706892
128271,35.5286036900112
78662,35.0541887283325
125889,36.144944872175
159291,35.8228236607143
73308,35.3762795584542
110285,35.274959564209
164030,35.6602918836806
147701,35.0003117152623
107029,35.3556763785226
75040,35.2955115182059
128333,35.8985421316964
147724,34.9907334645589
65648,35.7408267429897
75402,35.2046229044596
128206,36.1915599278041
147729,34.9927825927734
78091,34.954532623291
148884,34.5918944222587
125912,36.214175088065
128355,35.6979947771345
74606,35.3839321136475
145385,35.3123550415039
130840,35.1901048932757
78657,35.1394664219448
145445,35.2267635890416
132455,35.6391661507743
75924,35.1950817108154
148800,34.5535207475935
108989,35.4750818525042
148754,34.9464487348284
75884,35.2220706939697
111550,34.1640674046108
61954,35.4444823265076
145503,35.0258271353585
122359,35.0724509102958
37520,35.6504271371024
148745,34.94941002982
124698,35.4076499938965
37608,35.5521802902222
143839,34.97083064488
124682,35.5672623770578
37652,35.5841817855835
143852,34.935984475272
111513,34.9330613272531
36354,36.0397562299456
143873,34.9159183502197
36912,36.4615144729614
84031,34.7530174255371
166106,35.8166907174247
177488,35.7349341256278
31497,35.8787371317546
108928,34.4230875287737
35655,36.318662915911
177439,35.0470766339983
111597,34.2158478630914
30277,36.4533190046038
161339,34.9990601539612
108933,34.6582805088588
30822,36.1995402744838
164925,35.7444321768624
124562,35.0861638387044
177457,35.3899296351842
129420,35.2878437042236
38003,36.4571244376046
177368,35.6467661857605
107237,36.3717515128
37660,36.5666785240173
115852,37.6337747573853
36844,36.3486507960728
161412,35.2256883893694
164955,35.6315948486328
115859,37.2885071890695
35933,35.491289138794
177521,35.6497211456299
115870,37.2995802561442
30276,36.3117718696594
179834,35.4599821908133
35685,36.3124215262277
123885,36.7917221069336
35718,35.6116501944406
165023,35.808114188058
111219,36.1643390655518
107159,35.9568846566337
36546,35.6474925449916
166209,35.7578392028809
107217,36.9383387565613
36626,35.2701089041574
177445,35.189569745745
134078,37.4200657435826
177463,35.427488054548
37535,35.9614388602121
177479,35.0842388698033
132035,36.7104115486145
30473,36.3807329450335
163980,35.6759736197335
31406,36.2241554260254
115895,37.3717160906111
36585,35.7251272201538
120117,36.5609174455915
177444,35.1333111354283
161432,35.3955268859863
109742,36.1900257534451
31707,36.6949065072196
178530,35.696412563324
120119,36.5917553901672
37514,35.4537146432059
115890,37.5963144302368
178536,35.6502282278878
37559,35.368832724435
108341,36.3410083225795
181140,34.5877973768446
37560,35.46911076137
181987,34.9761450631278
119933,36.6982149396624
37645,35.4212602887835
107272,35.8555047171457
181171,34.920286996024
37649,35.5092188517253
126791,37.2797966003418
182022,34.3692580329047
81549,34.4724922180176
178620,34.1674423217773
115659,37.7110399518694
82510,34.6882188585069
191111,34.7487531389509
109729,34.89990234375
80310,36.2641611099243
80275,36.2812805175781
115997,37.2631705147879
151833,35.464362008231
166217,35.7558898925781
